Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
26/12/23,S001,P0096,Toys,East,186,35,45,32.63,78.35,0,Cloudy,0,77.54,Winter
26/12/23,S001,P0016,Clothing,East,220,71,77,69.9,89.26,15,Rainy,0,86.27,Winter
26/12/23,S001,P0031,Electronics,East,191,130,138,130.21,114.34,20,Cloudy,0,113.23,Winter
26/12/23,S001,P0159,Electronics,East,62,30,44,29.95,77.48,0,Rainy,0,75.37,Winter
26/12/23,S001,P0129,Furniture,East,169,67,13,60.33,123.57,10,Snowy,1,123.15,Winter
26/12/23,S001,P0116,Furniture,East,207,62,61,72.18,100.42,20,Cloudy,0,103.1,Winter
26/12/23,S001,P0070,Electronics,East,242,87,99,99.47,162.82,10,Snowy,1,162.02,Winter
26/12/23,S001,P0171,Electronics,East,262,136,144,153.11,160.0,10,Snowy,0,163.18,Winter
26/12/23,S001,P0175,Electronics,East,97,17,91,14.2,119.81,20,Snowy,1,122.44,Winter
26/12/23,S001,P0046,Clothing,East,190,99,76,96.62,127.29,10,Cloudy,0,129.69,Winter
26/12/23,S001,P0067,Furniture,East,63,17,131,18.66,78.33,0,Sunny,1,80.57,Winter
26/12/23,S001,P0183,Electronics,East,41,20,82,20.14,79.12,10,Sunny,0,78.55,Winter
26/12/23,S001,P0166,Groceries,East,295,57,33,50.54,89.96,10,Snowy,0,89.01,Winter
26/12/23,S001,P0079,Furniture,East,112,21,64,22.43,104.89,0,Cloudy,0,104.2,Winter
26/12/23,S001,P0187,Clothing,East,224,57,10,49.55,145.37,0,Snowy,0,140.21,Winter
26/12/23,S001,P0178,Clothing,East,138,20,44,20.55,131.7,5,Sunny,0,134.35,Winter
26/12/23,S001,P0057,Clothing,East,165,100,42,90.96,137.1,10,Sunny,0,131.72,Winter
26/12/23,S001,P0153,Furniture,East,237,36,121,41.65,69.02,0,Sunny,0,71.48,Winter
26/12/23,S001,P0083,Toys,East,170,29,10,23.56,111.03,15,Rainy,0,109.88,Winter
26/12/23,S001,P0069,Clothing,East,247,107,122,112.59,188.29,10,Cloudy,0,189.14,Winter
26/12/23,S001,P0125,Clothing,East,43,41,33,45.97,132.92,5,Snowy,0,135.45,Winter
26/12/23,S001,P0017,Toys,East,46,35,83,32.32,110.97,5,Cloudy,0,111.1,Winter
26/12/23,S001,P0149,Furniture,East,290,4,129,3.91,152.85,15,Sunny,1,150.74,Winter
26/12/23,S001,P0094,Groceries,East,263,47,27,41.29,155.61,0,Cloudy,0,153.08,Winter
26/12/23,S001,P0066,Clothing,East,170,148,123,165.03,148.05,20,Rainy,0,144.62,Winter
26/12/23,S001,P0061,Clothing,East,115,39,106,31.47,171.9,10,Cloudy,0,176.01,Winter
26/12/23,S001,P0085,Electronics,East,175,90,85,81.17,120.39,5,Sunny,0,119.54,Winter
26/12/23,S001,P0068,Electronics,East,293,66,98,67.31,127.91,15,Rainy,1,130.62,Winter
26/12/23,S001,P0126,Clothing,East,122,27,30,32.11,209.65,10,Sunny,1,213.45,Winter
26/12/23,S001,P0133,Clothing,East,194,11,87,11.79,172.15,10,Rainy,0,179.55,Winter
26/12/23,S002,P0096,Toys,West,283,20,64,19.85,73.45,10,Snowy,1,72.48,Winter
26/12/23,S002,P0016,Clothing,West,90,61,41,68.52,81.82,10,Sunny,0,82.58,Winter
26/12/23,S002,P0031,Electronics,West,201,70,121,77.09,112.81,10,Rainy,0,114.16,Winter
26/12/23,S002,P0159,Electronics,West,196,23,54,23.56,83.56,5,Rainy,0,83.74,Winter
26/12/23,S002,P0129,Furniture,West,281,89,130,88.85,130.46,20,Cloudy,0,134.88,Winter
26/12/23,S002,P0116,Furniture,West,158,16,48,14.17,96.04,0,Cloudy,1,93.83,Winter
26/12/23,S002,P0070,Electronics,West,38,3,83,3.48,150.17,5,Rainy,0,153.77,Winter
26/12/23,S002,P0171,Electronics,West,286,81,27,71.01,162.18,15,Snowy,0,157.87,Winter
26/12/23,S002,P0175,Electronics,West,226,112,142,107.06,122.01,5,Cloudy,0,120.33,Winter
26/12/23,S002,P0046,Clothing,West,47,10,120,10.73,130.88,0,Cloudy,0,131.02,Winter
26/12/23,S002,P0067,Furniture,West,134,90,93,91.93,84.02,10,Rainy,0,80.83,Winter
26/12/23,S002,P0183,Electronics,West,87,48,17,46.74,60.09,15,Cloudy,1,62.37,Winter
26/12/23,S002,P0166,Groceries,West,35,17,128,18.5,88.82,15,Snowy,0,84.93,Winter
26/12/23,S002,P0079,Furniture,West,259,1,70,1.03,97.41,15,Rainy,0,93.69,Winter
26/12/23,S002,P0187,Clothing,West,183,49,71,51.5,152.88,15,Snowy,0,159.22,Winter
26/12/23,S002,P0178,Clothing,West,278,42,101,36.84,118.48,5,Snowy,1,123.95,Winter
26/12/23,S002,P0057,Clothing,West,24,23,97,27.49,123.71,20,Snowy,0,121.7,Winter
26/12/23,S002,P0153,Furniture,West,144,91,81,91.28,78.72,0,Sunny,0,82.5,Winter
26/12/23,S002,P0083,Toys,West,219,141,52,124.83,113.23,5,Cloudy,0,111.49,Winter
26/12/23,S002,P0069,Clothing,West,208,20,99,19.83,194.12,0,Rainy,0,193.98,Winter
26/12/23,S002,P0125,Clothing,West,176,72,141,63.74,132.62,0,Sunny,0,126.22,Winter
26/12/23,S002,P0017,Toys,West,110,6,149,5.5,122.38,0,Rainy,0,123.48,Winter
26/12/23,S002,P0149,Furniture,West,119,1,21,1.1,124.77,20,Rainy,1,121.06,Winter
26/12/23,S002,P0094,Groceries,West,106,49,25,50.98,177.01,0,Cloudy,0,179.25,Winter
26/12/23,S002,P0066,Clothing,West,186,116,88,119.85,118.66,0,Sunny,0,119.35,Winter
26/12/23,S002,P0061,Clothing,West,121,106,96,122.61,162.51,5,Rainy,0,167.95,Winter
26/12/23,S002,P0085,Electronics,West,176,18,81,16.53,124.94,10,Sunny,0,125.75,Winter
26/12/23,S002,P0068,Electronics,West,108,38,14,43.99,108.41,20,Snowy,1,104.05,Winter
26/12/23,S002,P0126,Clothing,West,157,8,115,7.57,168.39,10,Rainy,1,168.27,Winter
26/12/23,S002,P0133,Clothing,West,153,150,119,140.91,178.15,10,Rainy,0,171.62,Winter
26/12/23,S003,P0096,Toys,North,149,55,134,45.21,84.78,10,Snowy,1,83.97,Winter
26/12/23,S003,P0016,Clothing,North,47,45,25,42.66,89.54,5,Cloudy,0,93.66,Winter
26/12/23,S003,P0031,Electronics,North,264,74,9,83.07,130.42,15,Sunny,0,127.54,Winter
26/12/23,S003,P0159,Electronics,North,166,18,90,19.56,74.42,20,Sunny,0,73.76,Winter
26/12/23,S003,P0129,Furniture,North,265,17,37,13.87,112.4,20,Rainy,0,111.45,Winter
26/12/23,S003,P0116,Furniture,North,43,6,117,5.11,122.11,10,Sunny,0,119.14,Winter
26/12/23,S003,P0070,Electronics,North,149,127,11,104.69,166.2,15,Cloudy,0,162.13,Winter
26/12/23,S003,P0171,Electronics,North,291,116,37,95.82,183.38,5,Rainy,0,184.66,Winter
26/12/23,S003,P0175,Electronics,North,71,22,17,20.4,126.34,15,Rainy,1,125.29,Winter
26/12/23,S003,P0046,Clothing,North,127,17,4,15.99,151.25,0,Rainy,0,156.87,Winter
26/12/23,S003,P0067,Furniture,North,68,58,53,60.45,76.91,0,Rainy,0,79.78,Winter
26/12/23,S003,P0183,Electronics,North,39,13,77,14.9,60.81,20,Rainy,0,63.6,Winter
26/12/23,S003,P0166,Groceries,North,57,11,37,11.14,82.1,15,Sunny,0,78.51,Winter
26/12/23,S003,P0079,Furniture,North,193,73,106,60.28,101.62,15,Sunny,0,96.68,Winter
26/12/23,S003,P0187,Clothing,North,44,16,37,13.66,153.99,15,Cloudy,0,150.98,Winter
26/12/23,S003,P0178,Clothing,North,239,118,141,125.84,137.06,20,Rainy,1,143.21,Winter
26/12/23,S003,P0057,Clothing,North,51,8,115,7.58,117.45,5,Sunny,0,112.71,Winter
26/12/23,S003,P0153,Furniture,North,193,106,143,107.79,67.41,20,Snowy,1,70.1,Winter
26/12/23,S003,P0083,Toys,North,98,21,133,23.3,108.0,15,Cloudy,0,102.75,Winter
26/12/23,S003,P0069,Clothing,North,173,148,96,120.46,196.79,0,Sunny,1,194.24,Winter
26/12/23,S003,P0125,Clothing,North,144,100,23,82.34,110.35,15,Rainy,0,108.21,Winter
26/12/23,S003,P0017,Toys,North,97,51,95,44.02,101.04,5,Rainy,1,102.18,Winter
26/12/23,S003,P0149,Furniture,North,259,44,148,51.93,129.47,0,Rainy,1,135.18,Winter
26/12/23,S003,P0094,Groceries,North,138,19,35,19.93,136.96,10,Rainy,0,135.92,Winter
26/12/23,S003,P0066,Clothing,North,32,5,125,4.06,139.52,0,Sunny,0,139.8,Winter
26/12/23,S003,P0061,Clothing,North,236,75,69,73.72,188.91,15,Cloudy,0,195.79,Winter
26/12/23,S003,P0085,Electronics,North,47,3,60,2.46,118.49,0,Snowy,0,121.7,Winter
