Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
03/01/24,S001,P0096,Toys,East,210,44,44,44.4,85.95,0,Snowy,0,89.28,Winter
03/01/24,S001,P0016,Clothing,East,119,1,75,1.04,83.58,10,Sunny,0,81.86,Winter
03/01/24,S001,P0031,Electronics,East,106,14,98,12.99,103.12,0,Cloudy,0,107.92,Winter
03/01/24,S001,P0159,Electronics,East,186,69,57,65.17,92.63,20,Snowy,0,90.51,Winter
03/01/24,S001,P0129,Furniture,East,101,93,50,106.26,109.2,20,Cloudy,0,107.16,Winter
03/01/24,S001,P0116,Furniture,East,212,84,109,80.13,95.08,20,Sunny,0,93.58,Winter
03/01/24,S001,P0070,Electronics,East,206,50,104,47.93,176.92,10,Rainy,0,183.23,Winter
03/01/24,S001,P0171,Electronics,East,44,22,29,25.67,182.09,20,Rainy,0,183.36,Winter
03/01/24,S001,P0175,Electronics,East,52,32,21,28.13,121.56,0,Rainy,1,124.58,Winter
03/01/24,S001,P0046,Clothing,East,272,22,113,18.88,133.83,0,Cloudy,0,137.64,Winter
03/01/24,S001,P0067,Furniture,East,286,20,81,21.61,101.23,15,Snowy,1,97.65,Winter
03/01/24,S001,P0183,Electronics,East,24,2,97,2.1,80.26,0,Cloudy,1,83.26,Winter
03/01/24,S001,P0166,Groceries,East,175,55,32,52.55,88.52,5,Cloudy,0,90.45,Winter
03/01/24,S001,P0079,Furniture,East,170,18,2,15.97,104.92,15,Cloudy,0,100.59,Winter
03/01/24,S001,P0187,Clothing,East,156,90,78,75.22,153.88,15,Snowy,0,161.02,Winter
03/01/24,S001,P0178,Clothing,East,144,22,88,26.35,133.31,10,Snowy,0,138.31,Winter
03/01/24,S001,P0057,Clothing,East,296,60,130,61.71,143.44,0,Rainy,0,139.84,Winter
03/01/24,S001,P0153,Furniture,East,221,122,3,98.77,80.3,20,Rainy,1,78.66,Winter
03/01/24,S001,P0083,Toys,East,298,144,143,129.38,116.02,0,Cloudy,0,119.51,Winter
03/01/24,S001,P0069,Clothing,East,205,128,36,119.3,181.81,0,Cloudy,0,176.38,Winter
03/01/24,S001,P0125,Clothing,East,202,102,123,82.9,132.06,5,Sunny,0,128.44,Winter
03/01/24,S001,P0017,Toys,East,228,13,92,11.82,110.32,10,Snowy,0,109.38,Winter
03/01/24,S001,P0149,Furniture,East,105,17,71,20.0,150.06,0,Sunny,0,154.47,Winter
03/01/24,S001,P0094,Groceries,East,169,101,62,83.41,174.17,10,Rainy,1,180.65,Winter
03/01/24,S001,P0066,Clothing,East,236,127,83,134.37,136.43,20,Rainy,0,134.89,Winter
03/01/24,S001,P0061,Clothing,East,32,1,30,0.82,156.13,0,Cloudy,0,150.9,Winter
03/01/24,S001,P0085,Electronics,East,71,5,85,5.29,138.88,5,Cloudy,0,145.68,Winter
03/01/24,S001,P0068,Electronics,East,260,127,84,109.7,139.89,0,Cloudy,0,134.31,Winter
03/01/24,S001,P0126,Clothing,East,259,14,146,11.81,211.37,5,Sunny,0,206.2,Winter
03/01/24,S001,P0133,Clothing,East,93,54,105,57.3,187.03,20,Cloudy,0,190.33,Winter
03/01/24,S002,P0096,Toys,West,169,78,119,67.55,80.97,10,Rainy,0,81.92,Winter
03/01/24,S002,P0016,Clothing,West,166,14,102,13.53,99.42,0,Cloudy,0,103.61,Winter
03/01/24,S002,P0031,Electronics,West,249,8,63,7.72,115.4,15,Cloudy,1,112.64,Winter
03/01/24,S002,P0159,Electronics,West,147,68,150,60.9,97.47,10,Rainy,0,99.8,Winter
03/01/24,S002,P0129,Furniture,West,48,1,140,0.82,108.85,20,Cloudy,0,103.54,Winter
03/01/24,S002,P0116,Furniture,West,90,1,98,0.84,104.93,15,Cloudy,1,101.5,Winter
03/01/24,S002,P0070,Electronics,West,122,30,91,30.65,138.81,5,Rainy,0,133.22,Winter
03/01/24,S002,P0171,Electronics,West,169,65,52,69.21,181.96,5,Snowy,0,178.45,Winter
03/01/24,S002,P0175,Electronics,West,143,36,127,39.44,135.75,15,Cloudy,0,142.04,Winter
03/01/24,S002,P0046,Clothing,West,292,41,8,37.63,121.43,10,Sunny,0,124.97,Winter
03/01/24,S002,P0067,Furniture,West,131,89,53,72.02,88.77,0,Sunny,0,90.38,Winter
03/01/24,S002,P0183,Electronics,West,47,42,126,42.7,60.68,5,Rainy,0,61.55,Winter
03/01/24,S002,P0166,Groceries,West,51,5,14,4.56,92.36,15,Snowy,1,94.07,Winter
03/01/24,S002,P0079,Furniture,West,148,44,31,42.97,101.39,15,Rainy,0,105.67,Winter
03/01/24,S002,P0187,Clothing,West,218,96,48,85.91,137.69,0,Sunny,1,138.05,Winter
03/01/24,S002,P0178,Clothing,West,90,5,33,4.86,109.62,20,Snowy,0,107.43,Winter
03/01/24,S002,P0057,Clothing,West,149,24,45,21.42,106.71,0,Sunny,1,107.07,Winter
03/01/24,S002,P0153,Furniture,West,109,35,99,35.61,69.92,15,Cloudy,1,70.96,Winter
03/01/24,S002,P0083,Toys,West,103,25,108,20.78,110.97,10,Rainy,0,112.24,Winter
03/01/24,S002,P0069,Clothing,West,107,106,18,105.88,224.36,0,Cloudy,0,229.66,Winter
03/01/24,S002,P0125,Clothing,West,112,49,130,49.81,129.92,20,Sunny,1,124.98,Winter
03/01/24,S002,P0017,Toys,West,169,59,41,47.91,96.0,5,Sunny,0,93.36,Winter
03/01/24,S002,P0149,Furniture,West,57,35,91,36.16,136.68,15,Sunny,0,134.39,Winter
03/01/24,S002,P0094,Groceries,West,77,3,90,3.09,174.95,0,Snowy,0,178.56,Winter
03/01/24,S002,P0066,Clothing,West,140,45,50,46.68,145.92,5,Rainy,1,143.32,Winter
03/01/24,S002,P0061,Clothing,West,248,135,54,137.69,173.25,5,Snowy,0,170.39,Winter
03/01/24,S002,P0085,Electronics,West,87,68,27,68.87,118.2,10,Snowy,0,115.15,Winter
03/01/24,S002,P0068,Electronics,West,178,66,37,73.29,122.52,15,Rainy,0,123.38,Winter
03/01/24,S002,P0126,Clothing,West,146,62,59,64.38,185.88,15,Sunny,0,193.25,Winter
03/01/24,S002,P0133,Clothing,West,121,107,28,106.6,215.37,10,Snowy,0,208.75,Winter
03/01/24,S003,P0096,Toys,North,41,10,104,9.0,81.19,15,Sunny,0,85.17,Winter
03/01/24,S003,P0016,Clothing,North,162,12,116,10.18,82.71,15,Snowy,0,83.0,Winter
03/01/24,S003,P0031,Electronics,North,29,0,150,0.0,103.65,10,Sunny,0,101.88,Winter
03/01/24,S003,P0159,Electronics,North,197,13,16,14.65,90.72,20,Cloudy,1,86.5,Winter
03/01/24,S003,P0129,Furniture,North,81,27,63,32.15,107.13,15,Snowy,0,107.39,Winter
03/01/24,S003,P0116,Furniture,North,256,71,94,71.01,118.7,15,Cloudy,0,114.35,Winter
03/01/24,S003,P0070,Electronics,North,188,1,26,1.04,145.97,20,Rainy,0,148.3,Winter
03/01/24,S003,P0171,Electronics,North,116,13,94,10.76,176.53,20,Snowy,1,184.98,Winter
03/01/24,S003,P0175,Electronics,North,257,92,31,108.94,130.89,0,Snowy,0,125.38,Winter
03/01/24,S003,P0046,Clothing,North,207,94,36,110.28,145.42,5,Rainy,0,146.07,Winter
03/01/24,S003,P0067,Furniture,North,141,56,46,52.02,85.04,5,Snowy,0,81.68,Winter
03/01/24,S003,P0183,Electronics,North,297,66,138,61.84,75.58,0,Rainy,0,72.47,Winter
03/01/24,S003,P0166,Groceries,North,60,48,96,49.12,90.23,10,Rainy,1,87.66,Winter
03/01/24,S003,P0079,Furniture,North,80,28,69,23.84,94.26,20,Snowy,0,93.03,Winter
03/01/24,S003,P0187,Clothing,North,214,6,44,5.17,165.13,20,Rainy,0,156.97,Winter
03/01/24,S003,P0178,Clothing,North,216,7,75,6.33,114.3,5,Sunny,0,114.14,Winter
03/01/24,S003,P0057,Clothing,North,36,22,5,19.64,122.94,20,Sunny,0,123.82,Winter
03/01/24,S003,P0153,Furniture,North,40,38,66,38.44,75.46,15,Rainy,0,74.3,Winter
03/01/24,S003,P0083,Toys,North,293,138,37,147.12,118.05,20,Sunny,1,115.9,Winter
03/01/24,S003,P0069,Clothing,North,179,36,95,38.09,207.74,15,Sunny,0,208.23,Winter
03/01/24,S003,P0125,Clothing,North,35,27,7,31.31,110.02,5,Rainy,0,115.12,Winter
03/01/24,S003,P0017,Toys,North,265,86,35,85.46,101.01,0,Cloudy,0,100.28,Winter
03/01/24,S003,P0149,Furniture,North,63,36,15,42.04,151.48,15,Rainy,0,149.08,Winter
03/01/24,S003,P0094,Groceries,North,260,18,32,19.91,163.96,20,Rainy,1,167.2,Winter
03/01/24,S003,P0066,Clothing,North,266,74,6,75.62,126.82,15,Cloudy,0,124.2,Winter
03/01/24,S003,P0061,Clothing,North,283,81,9,96.84,145.23,10,Sunny,0,140.8,Winter
03/01/24,S003,P0085,Electronics,North,47,24,66,20.05,134.54,10,Rainy,1,139.11,Winter
03/01/24,S003,P0068,Electronics,North,78,44,79,46.94,142.18,0,Sunny,0,137.7,Winter
03/01/24,S003,P0126,Clothing,North,49,2,126,1.96,166.56,20,Snowy,0,171.85,Winter
03/01/24,S003,P0133,Clothing,North,134,123,15,146.31,162.75,5,Rainy,0,163.91,Winter
03/01/24,S004,P0096,Toys,South,108,59,23,64.66,84.07,10,Rainy,1,81.94,Winter
03/01/24,S004,P0016,Clothing,South,29,24,95,28.66,79.51,15,Rainy,0,76.9,Winter
03/01/24,S004,P0031,Electronics,South,211,11,79,11.1,107.02,10,Sunny,0,105.56,Winter
03/01/24,S004,P0159,Electronics,South,209,67,103,70.99,74.84,10,Cloudy,1,74.4,Winter
03/01/24,S004,P0129,Furniture,South,192,63,143,59.56,123.6,5,Sunny,0,128.27,Winter
03/01/24,S004,P0116,Furniture,South,288,85,87,99.99,112.66,0,Snowy,0,111.89,Winter
03/01/24,S004,P0070,Electronics,South,30,2,13,2.32,160.84,20,Snowy,0,168.76,Winter
03/01/24,S004,P0171,Electronics,South,283,110,79,127.94,178.77,20,Sunny,1,172.86,Winter
03/01/24,S004,P0175,Electronics,South,254,29,139,30.55,112.66,20,Rainy,1,107.4,Winter
03/01/24,S004,P0046,Clothing,South,198,62,77,69.21,133.08,20,Snowy,0,135.13,Winter
03/01/24,S004,P0067,Furniture,South,23,22,63,20.78,90.22,5,Sunny,0,88.3,Winter
03/01/24,S004,P0183,Electronics,South,186,94,44,89.17,66.49,15,Sunny,0,63.28,Winter
03/01/24,S004,P0166,Groceries,South,51,23,20,21.9,86.8,5,Sunny,0,86.46,Winter
03/01/24,S004,P0079,Furniture,South,283,42,143,39.53,95.48,10,Rainy,0,93.6,Winter
03/01/24,S004,P0187,Clothing,South,292,73,92,68.36,150.38,10,Snowy,0,146.8,Winter
03/01/24,S004,P0178,Clothing,South,100,77,142,81.25,125.62,20,Rainy,0,120.16,Winter
03/01/24,S004,P0057,Clothing,South,96,92,12,101.04,128.71,20,Sunny,1,125.91,Winter
03/01/24,S004,P0153,Furniture,South,92,3,84,3.19,72.24,15,Sunny,0,73.15,Winter
03/01/24,S004,P0083,Toys,South,175,92,23,75.9,116.76,15,Cloudy,0,111.75,Winter
03/01/24,S004,P0069,Clothing,South,285,6,107,6.51,186.12,10,Snowy,0,180.86,Winter
03/01/24,S004,P0125,Clothing,South,235,137,114,152.49,106.55,10,Snowy,0,102.71,Winter
03/01/24,S004,P0017,Toys,South,153,17,76,13.98,119.96,5,Cloudy,0,120.28,Winter
03/01/24,S004,P0149,Furniture,South,277,34,34,32.76,137.44,10,Cloudy,1,142.53,Winter
03/01/24,S004,P0094,Groceries,South,33,24,44,20.08,181.84,0,Sunny,0,184.57,Winter
03/01/24,S004,P0066,Clothing,South,84,15,18,15.13,120.91,10,Rainy,0,122.08,Winter
03/01/24,S004,P0061,Clothing,South,234,149,143,122.06,149.53,5,Rainy,1,153.81,Winter
03/01/24,S004,P0085,Electronics,South,54,11,12,10.09,119.64,0,Snowy,0,117.09,Winter
03/01/24,S004,P0068,Electronics,South,108,96,2,104.37,122.37,5,Snowy,0,125.35,Winter
03/01/24,S004,P0126,Clothing,South,112,96,127,77.86,189.8,15,Snowy,0,182.08,Winter
03/01/24,S004,P0133,Clothing,South,258,125,123,106.6,163.23,20,Snowy,0,162.52,Winter
03/01/24,S005,P0096,Toys,West,113,68,46,59.66,91.82,15,Rainy,1,93.18,Winter
03/01/24,S005,P0016,Clothing,West,172,54,139,53.73,96.43,0,Snowy,1,91.71,Winter
03/01/24,S005,P0031,Electronics,West,51,4,25,3.42,130.22,20,Snowy,0,124.44,Winter
03/01/24,S005,P0159,Electronics,West,255,49,60,49.9,95.5,15,Cloudy,0,90.98,Winter
03/01/24,S005,P0129,Furniture,West,290,117,47,98.73,105.47,5,Rainy,1,107.97,Winter
03/01/24,S005,P0116,Furniture,West,142,140,104,114.2,97.36,15,Cloudy,1,98.13,Winter
03/01/24,S005,P0070,Electronics,West,137,63,57,60.0,150.19,10,Snowy,0,144.3,Winter
03/01/24,S005,P0171,Electronics,West,25,20,128,23.66,169.73,0,Cloudy,0,171.18,Winter
03/01/24,S005,P0175,Electronics,West,276,106,3,102.57,137.37,5,Rainy,1,131.76,Winter
03/01/24,S005,P0046,Clothing,West,183,133,131,137.97,124.46,20,Snowy,1,119.64,Winter
03/01/24,S005,P0067,Furniture,West,253,146,92,165.34,78.16,10,Cloudy,0,78.23,Winter
03/01/24,S005,P0183,Electronics,West,20,19,29,20.79,76.35,10,Sunny,0,79.64,Winter
03/01/24,S005,P0166,Groceries,West,242,133,99,114.11,94.86,15,Snowy,0,99.53,Winter
03/01/24,S005,P0079,Furniture,West,21,17,105,13.8,99.79,15,Sunny,1,96.23,Winter
03/01/24,S005,P0187,Clothing,West,250,149,105,140.89,137.81,5,Rainy,0,131.82,Winter
03/01/24,S005,P0178,Clothing,West,214,30,16,34.2,128.23,0,Snowy,0,132.7,Winter
03/01/24,S005,P0057,Clothing,West,146,6,7,6.88,107.02,5,Sunny,0,107.87,Winter
03/01/24,S005,P0153,Furniture,West,166,54,77,55.0,85.06,10,Sunny,0,82.28,Winter
03/01/24,S005,P0083,Toys,West,287,84,127,86.64,110.99,0,Rainy,0,112.07,Winter
03/01/24,S005,P0069,Clothing,West,152,145,115,116.42,197.47,10,Rainy,0,198.14,Winter
03/01/24,S005,P0125,Clothing,West,56,55,8,60.13,128.35,10,Cloudy,0,125.81,Winter
03/01/24,S005,P0017,Toys,West,34,26,24,21.03,126.08,10,Cloudy,0,123.9,Winter
03/01/24,S005,P0149,Furniture,West,89,0,126,0.0,140.1,15,Sunny,0,136.22,Winter
03/01/24,S005,P0094,Groceries,West,253,70,123,79.65,156.09,10,Cloudy,0,155.67,Winter
03/01/24,S005,P0066,Clothing,West,280,145,133,151.16,123.52,20,Snowy,0,124.69,Winter
03/01/24,S005,P0061,Clothing,West,158,119,141,117.85,184.51,10,Cloudy,0,186.8,Winter
03/01/24,S005,P0085,Electronics,West,124,63,24,55.91,122.6,15,Snowy,0,124.39,Winter
03/01/24,S005,P0068,Electronics,West,65,39,85,43.51,111.46,0,Rainy,0,112.86,Winter
03/01/24,S005,P0126,Clothing,West,241,139,104,149.81,178.88,0,Snowy,0,171.45,Winter
03/01/24,S005,P0133,Clothing,West,62,16,13,17.82,164.77,5,Rainy,0,158.26,Winter
